"RegionType","RegionName","State","CBSA Title","SizeRankCity","SizeRankMetro","SaleToListPrice","PctPriceCut","DaysOnMarket","BuyerSellerIndex","BuyerSellerIndexMetro"
"Neighborhood","Riggs Park","DC","Washington-Arlington-Alexandria, DC-VA-MD-WV",5028,6,0.956859876742505,13.6364,66,5.55555555555556,2.72151898734177
"Neighborhood","Ballston-Virginia Square","VA","Washington-Arlington-Alexandria, DC-VA-MD-WV",3783,6,0.9881,10.5263,52,1.66666666666667,2.72151898734177
"Neighborhood","Potomac West","VA","Washington-Arlington-Alexandria, DC-VA-MD-WV",1440,6,0.9935,16.7702,57,3.33333333333333,2.72151898734177
"Neighborhood","South Lakes Dr - Soapstone Dr","VA","Washington-Arlington-Alexandria, DC-VA-MD-WV",3462,6,0.9725,22.4852,73,10,2.72151898734177
"Neighborhood","Fairlington-Shirlington","VA","Washington-Arlington-Alexandria, DC-VA-MD-WV",4358,6,0.9983,13.0435,68,3.88888888888889,2.72151898734177
"Neighborhood","Petworth","DC","Washington-Arlington-Alexandria, DC-VA-MD-WV",2040,6,1,23.1638,68,4.44444444444444,2.72151898734177
"Neighborhood","Wiehle Ave - Reston Pky","VA","Washington-Arlington-Alexandria, DC-VA-MD-WV",4469,6,0.985331160171877,26.9565,75,8.88888888888889,2.72151898734177
"Neighborhood","Sunset Hills","VA","Washington-Arlington-Alexandria, DC-VA-MD-WV",4435,6,0.9774,24.6667,72.5,9.44444444444444,2.72151898734177
"Neighborhood","Seminary Hill","VA","Washington-Arlington-Alexandria, DC-VA-MD-WV",1676,6,0.9838,21.2903,70.5,7.77777777777778,2.72151898734177
"Neighborhood","Capitol Hill","DC","Washington-Arlington-Alexandria, DC-VA-MD-WV",1165,6,1.0002,10.0437,51,0.555555555555556,2.72151898734177
