"Date","RegionName","State","Metro","County","City","SizeRank","Zhvi","MoM","QoQ","YoY","5Year","10Year","PeakMonth","PeakQuarter","PeakZHVI","PctFallFromPeak","LastTimeAtCurrZHVI"
2014-12-31,"Paradise","NV","Las Vegas","Clark","Las Vegas",0,169500,0.00772889417360285,0.0241691842900302,0.0963777490297542,0.051281820286148,-0.0411032734720607,"2006-07","2006-Q3",293800,-0.423076923076923,"2003-11"
2014-12-31,"Upper West Side","NY","New York","New York","New York",1,1305600,0.00608769361177468,0.00997911348340682,0.0067859346082665,0.0643379214324968,,"2014-05","2014-Q2",1316400,-0.00820419325432999,"2014-04"
2014-12-31,"South Los Angeles","CA","Los Angeles","Los Angeles","Los Angeles",2,329800,0.0021270130659374,0.0101071975497703,0.135674931129477,0.0774737623400314,0.00725522660754141,"2007-04","2007-Q2",455100,-0.275324104592397,"2005-04"
2014-12-31,"Sherman Oaks","CA","Los Angeles","Los Angeles","Los Angeles",3,507300,0.00555004955401388,0.0113636363636364,0.0684498736310025,0.0525989038318939,0.00685511475311618,"2006-08","2006-Q3",591700,-0.142639851275984,"2005-05"
2014-12-31,"Sunrise Manor","NV","Las Vegas","Clark","Las Vegas",4,133300,0.00984848484848485,0.0301391035548686,0.17756183745583,0.0643294183910874,-0.0423609826902126,"2006-09","2006-Q3",259400,-0.486121819583655,"2002-12"
2014-12-31,"East New York","NY","New York","Kings","New York",5,326200,0.00184275184275184,0.0102198823165067,0.0451778276193528,0.00441093102428036,0.0205342640207085,"2007-11","2007-Q4",390300,-0.164232641557776,"2005-12"
2014-12-31,"Southeast Los Angeles","CA","Los Angeles","Los Angeles","Los Angeles",6,282300,0.00570003562522266,0.019501625135428,0.152715394038383,0.110174083978972,0.00943364397612956,"2007-02","2007-Q1",409500,-0.310622710622711,"2005-04"
2014-12-31,"Spring Valley","NV","Las Vegas","Clark","Las Vegas",7,182600,0.00717043574186431,0.0218242865137101,0.105996365838886,0.0600766793852279,-0.04143669337067,"2006-03","2006-Q1",305300,-0.401899770717327,"2003-12"
2014-12-31,"Deer Valley","AZ","Phoenix","Maricopa","Phoenix",8,186400,0.0092041147807255,0.0253025302530253,0.0332594235033259,0.0516603601139085,0.00684985924787473,"2006-02","2006-Q1",258200,-0.278079008520527,"2005-03"
2014-12-31,"Astoria","NY","New York","Queens","New York",9,646100,0.00575965130759651,0.0178008821676118,0.0771923974658219,0.0521857191979369,0.0500130655236197,"2014-12","2014-Q4",646100,0,"2014-12"
2014-12-31,"Paradise Valley","AZ","Phoenix","Maricopa","Phoenix",10,269600,0.00334946036471902,0.0108736407949006,-0.00991553433712817,0.0428310316681513,0.0125449059156304,"2006-02","2006-Q1",350000,-0.229714285714286,"2005-04"
2014-12-31,"North Mountain","AZ","Phoenix","Maricopa","Phoenix",11,150300,0.0100806451612903,0.023841961852861,0.0100806451612903,0.0479858654191592,0.00154329195067504,"2006-07","2006-Q3",222300,-0.323886639676113,"2005-01"
2014-12-31,"Washington Heights","NY","New York","New York","New York",12,560400,-0.00761466265273597,-0.013727560718057,0.111243307555027,0.0525475284363002,0.0558966361909636,"2014-07","2014-Q3",575200,-0.0257301808066759,"2014-06"
2014-12-31,"Hollywood","CA","Los Angeles","Los Angeles","Los Angeles",13,643600,0.0103610675039246,0.0305844675740592,0.150929899856938,0.053057121168308,0.0227600171536644,"2014-12","2014-Q4",643600,0,"2014-12"
2014-12-31,"Bedford Stuyvesant","NY","New York","Kings","New York",14,738500,0.0109514031485284,0.0499004833665055,0.306154934559604,0.136381143788805,0.101409873610256,"2014-12","2014-Q4",738500,0,"2014-12"
2014-12-31,"Camelback East","AZ","Phoenix","Maricopa","Phoenix",15,240300,0.0117894736842105,0.0371169615882607,0.0242966751918159,0.0507615859811428,0.0224801141187536,"2006-06","2006-Q2",288200,-0.166204024982651,"2005-07"
2014-12-31,"Flatbush","NY","New York","Kings","New York",16,858500,0.00256919303982249,0.00444600444600445,0.200195722074654,0.0639840462135772,0.0653838941567193,"2014-12","2014-Q4",858500,0,"2014-12"
2014-12-31,"Crown Heights","NY","New York","Kings","New York",17,830100,0.0142961876832845,0.0538275993398502,0.283990719257541,0.146633822677215,0.0993284166005768,"2014-12","2014-Q4",830100,0,"2014-12"
2014-12-31,"Alahambra","AZ","Phoenix","Maricopa","Phoenix",18,123700,0.00979591836734694,0.0274086378737542,0.0351464435146444,0.036501254757731,-0.00729738841510552,"2006-12","2006-Q4",206200,-0.400096993210475,"2004-09"
2014-12-31,"Jamaica","NY","New York","Queens","New York",19,349500,0.00488786658999425,0.0258291752274728,0.0969868173258004,0.0150794747473271,0.0184168610490942,"2007-05","2007-Q2",430000,-0.187209302325581,"2005-11"
2014-12-31,"Roosevelt","CA","Fresno","Fresno","Fresno",20,131500,0.00766283524904214,0.0257410296411856,0.104114189756507,0.0434664684163952,-0.0276722106360193,"2006-06","2006-Q2",235000,-0.440425531914894,"2004-01"
2014-12-31,"Williamsbridge","NY","New York","Bronx","New York",21,324000,0.00527458889233633,0.0198300283286119,0.0118675827607745,0.00099059134380397,0.00907937588033514,"2007-05","2007-Q2",412800,-0.215116279069767,"2005-08"
2014-12-31,"North Scottsdale","AZ","Phoenix","Maricopa","Scottsdale",22,486100,0.00600165562913907,0.0143989983305509,-0.00836393308853529,0.031289091775565,0.00860149025279622,"2006-02","2006-Q1",630300,-0.228779946057433,"2005-03"
2014-12-31,"East Harlem","NY","New York","New York","New York",23,853400,0.0149857278782112,0.0428938042282781,0.210153148043108,0.0766142538758245,,"2014-12","2014-Q4",853400,0,"2014-12"
2014-12-31,"East San Jose","CA","San Jose","Santa Clara","San Jose",24,537800,0.00938438438438438,0.0286916602907422,0.145229982964225,0.098446188192508,0.00449752855880936,"2007-02","2007-Q1",622900,-0.136619039974314,"2005-03"
2014-12-31,"East Flatbush","NY","New York","Kings","New York",25,392300,0.00744735490498202,0.021348607133559,0.050615961435458,0.00740088060328969,0.0233307530709723,"2007-11","2007-Q4",463400,-0.153431160984031,"2006-02"
2014-12-31,"Bushwick","NY","New York","Kings","New York",26,615700,0.0259956673887685,0.0704102920723227,0.265570400822199,0.119657109844861,0.082955513281836,"2014-12","2014-Q4",615700,0,"2014-12"
2014-12-31,"South Mountain","AZ","Phoenix","Maricopa","Phoenix",27,123200,0.00735895339329518,0.0232558139534884,0.0283806343906511,0.0401262071809609,-0.0119939800668919,"2006-12","2006-Q4",209100,-0.410808225729316,"2004-03"
2014-12-31,"Corona","NY","New York","Queens","New York",28,422900,0.00499049429657795,0.0195274831243973,0.121453195438876,0.0252096237681478,0.0361118812360026,"2014-12","2014-Q4",422900,0,"2014-12"
2014-12-31,"Enterprise","NV","Las Vegas","Clark","Las Vegas",29,216400,0.00979934671021932,0.0265654648956357,0.118924508790072,0.0605339549386139,-0.0376700458393834,"2006-04","2006-Q2",347200,-0.376728110599078,"2004-01"
2014-12-31,"East Memphis-Colonial-Yorkshire","TN","Memphis","Shelby","Memphis",30,89600,-0.0022271714922049,0,-0.0022271714922049,-0.0191599938149922,-0.00209616520083034,"2007-05","2007-Q2",101600,-0.118110236220472,"2004-06"
2014-12-31,"North Hollywood","CA","Los Angeles","Los Angeles","Los Angeles",31,474900,0.00571791613722999,0.0158288770053476,0.0636058230683091,0.0561431929538188,0.00540019605576703,"2006-08","2006-Q3",575900,-0.175377669734329,"2005-04"
2014-12-31,"Elmhurst","NY","New York","Queens","New York",32,446200,0.000672796591163938,0.010187910346389,0.0447202060407399,0.0235897676017554,0.030533464600307,"2014-12","2014-Q4",446200,0,"2014-12"
2014-12-31,"Bullard","CA","Fresno","Fresno","Fresno",33,231600,0.00173010380622837,0.00651890482398957,0.0385650224215247,0.0217274090887865,-0.0228742776839971,"2006-04","2006-Q2",352800,-0.343537414965986,"2004-01"
2014-12-31,"Mid City","CA","Los Angeles","Los Angeles","Los Angeles",34,709300,0.00624202014470138,0.0226355247981546,0.0952748610253243,0.0645908823933004,0.0204169216960612,"2006-06","2006-Q2",720000,-0.0148611111111111,"2006-02"
2014-12-31,"Bensonhurst","NY","New York","Kings","New York",35,679600,0.00517674900162698,0.0195019501950195,0.116294349540079,0.0575279491278871,0.046301530913416,"2014-12","2014-Q4",679600,0,"2014-12"
2014-12-31,"West San Jose","CA","San Jose","Santa Clara","San Jose",36,1048700,0.0110875433860393,0.0356507999209955,0.122084314145089,0.0861965941776615,0.0421775107521432,"2014-12","2014-Q4",1048700,0,"2014-12"
2014-12-31,"Westlake","CA","Los Angeles","Los Angeles","Los Angeles",37,473900,0.00573005093378608,0.0178264604810997,0.0936995153473344,0.0742844169640855,0.0265100080136853,"2007-04","2007-Q2",510600,-0.0718762240501371,"2006-01"
2014-12-31,"Koreatown","CA","Los Angeles","Los Angeles","Los Angeles",38,540400,0.00222551928783383,0.00802089162469688,0.125598833576338,0.054989082279725,0.0277997093661284,"2007-11","2007-Q4",583900,-0.0744990580578866,"2006-03"
2014-12-31,"North Long Beach","CA","Los Angeles","Los Angeles","Long Beach",39,347200,0.00288850375505488,0.00813008130081301,0.0696241528034504,0.0656860333781362,-0.00233157094950742,"2006-09","2006-Q3",465300,-0.253814743176445,"2004-11"
2014-12-31,"White Haven-Coro Lake","TN","Memphis","Shelby","Memphis",40,56400,0,-0.00704225352112676,0.010752688172043,-0.0279845914973119,-0.0230329624977756,"2007-05","2007-Q2",76900,-0.266579973992198,"1998-09"
2014-12-31,"Soundview","NY","New York","Bronx","New York",41,307300,0.0135224274406332,0.0381756756756757,0.084333098094566,0.00275612817143966,0.0111304679407773,"2007-08","2007-Q3",383600,-0.198905109489051,"2005-10"
2014-12-31,"Sun Valley","CA","Los Angeles","Los Angeles","Los Angeles",42,409300,0.00367827366356057,0.0184125404329435,0.105021598272138,0.0633254237295626,-0.000947885846833474,"2006-09","2006-Q3",532200,-0.230928222472755,"2004-12"
2014-12-31,"Logan Square","IL","Chicago","Cook","Chicago",43,252000,0.0092110532639167,0.0218978102189781,-0.0224980605120248,0.00696875091362892,-0.00169052403762115,"2006-08","2006-Q3",299100,-0.157472417251755,"2004-11"
2014-12-31,"South Bronx","NY","New York","Bronx","New York",44,298400,0.0268410185822436,0.0886537759941627,0.116766467065868,0.0244894101809823,0.0202887638999134,"2007-10","2007-Q4",341300,-0.125695868737181,"2006-06"
2014-12-31,"South Scottsdale","AZ","Phoenix","Maricopa","Scottsdale",45,259300,0.00738150738150738,0.0200629425649095,0.0120999219359875,0.0538333137262574,0.0256931474244533,"2006-03","2006-Q1",306100,-0.152891212022215,"2005-07"
2014-12-31,"Flushing","NY","New York","Queens","New York",46,557600,-0.011873117136275,-0.0258560447239693,0.131034482758621,0.0581129058944703,0.0470160552922712,"2014-09","2014-Q3",572400,-0.0258560447239693,"2014-06"
2014-12-31,"Canarsie","NY","New York","Kings","New York",47,355900,0.00168871376301717,0.00394922425952045,-0.0233260153677278,-0.00639417492783489,0.0125077607133566,"2007-11","2007-Q4",447900,-0.205402991739228,"2005-09"
2014-12-31,"Little Village","IL","Chicago","Cook","Chicago",48,119800,-0.00827814569536424,-0.0172272354388843,-0.0139917695473251,-0.0413964774835733,-0.0336506173393551,"2006-09","2006-Q3",200600,-0.402791625124626,"2001-11"
2014-12-31,"Estrella","AZ","Phoenix","Maricopa","Phoenix",49,139200,0.00578034682080925,0.0197802197802198,0.0273062730627306,0.0780434583781315,-0.0136445878233288,"2006-07","2006-Q3",232400,-0.401032702237522,"2004-07"
2014-12-31,"Canoga Park","CA","Los Angeles","Los Angeles","Los Angeles",50,471300,0.00554725837422658,0.0174870466321244,0.0750456204379562,0.0508984753922495,0.00245157614869163,"2006-06","2006-Q2",567700,-0.16980799718161,"2005-03"
2014-12-31,"Boyle Heights","CA","Los Angeles","Los Angeles","Los Angeles",51,329100,0.00642201834862385,0.0220496894409938,0.178724928366762,0.081044478070238,0.018121289403467,"2007-01","2007-Q1",418400,-0.213432122370937,"2005-08"
2014-12-31,"Sylmar","CA","Los Angeles","Los Angeles","Los Angeles",52,406200,0.00370644922164566,0.0177900275620145,0.102605863192182,0.0688326446052301,-0.00324036139775563,"2006-10","2006-Q4",534700,-0.240321675706003,"2004-10"
2014-12-31,"Downtown","CA","San Jose","Santa Clara","San Jose",53,598500,0.00672834314550042,0.0267627380339681,0.130311614730878,0.0721808572299163,0.0172730020036136,"2014-12","2014-Q4",598500,0,"2014-12"
2014-12-31,"Ahwatukee Foothills","AZ","Phoenix","Maricopa","Phoenix",54,280700,0.0050125313283208,0.0144560896277557,0.0100755667506297,0.0402841644809582,0.0136957666720361,"2006-02","2006-Q1",364800,-0.230537280701754,"2005-04"
2014-12-31,"Pacoima","CA","Los Angeles","Los Angeles","Los Angeles",55,342100,0.00765832106038292,0.0257871064467766,0.0663965087281796,0.0877021834955363,-0.00794331905011214,"2006-08","2006-Q3",493400,-0.306647750304013,"2004-09"
2014-12-31,"Gravesend","NY","New York","Kings","New York",56,765100,0.00446369961927268,0.0149907137171664,0.130968218773097,0.0414135988265192,0.0317911800257489,"2014-12","2014-Q4",765100,0,"2014-12"
2014-12-31,"Evergreen","CA","San Jose","Santa Clara","San Jose",57,806800,0.00573423086512092,0.0230788739538422,0.0849919311457773,0.0725618959233572,0.0186774928075901,"2014-12","2014-Q4",806800,0,"2014-12"
2014-12-31,"San Pedro","CA","Los Angeles","Los Angeles","Los Angeles",58,522400,0.00365033621517771,0.00946859903381642,0.109600679694138,0.0183070496058848,-0.00265975497807824,"2006-08","2006-Q3",621800,-0.159858475394017,"2004-11"
2014-12-31,"North Valley","CA","San Jose","Santa Clara","San Jose",59,640400,0.00723497955331865,0.0203951561504143,0.10834198684666,0.0816656601353947,0.0169728377329792,"2014-12","2014-Q4",640400,0,"2014-12"
2014-12-31,"Sheepshead Bay","NY","New York","Kings","New York",60,587600,0.00153400374978694,0.0084091299124764,0.0361488273673074,0.0245084026259421,0.0236548413544158,"2006-06","2006-Q2",591300,-0.00625739895146288,"2006-05"
2014-12-31,"Murray Hill","NY","New York","Queens","New York",61,719800,0.00208826395656411,0.0155191873589165,0.0759342301943199,0.0321049412937457,0.0271400810465305,"2014-12","2014-Q4",719800,0,"2014-12"
2014-12-31,"Willow Glen","CA","San Jose","Santa Clara","San Jose",62,916600,0.00802815352468932,0.0259682113275129,0.0952324053052933,0.0737803114654847,0.0288050235882971,"2014-12","2014-Q4",916600,0,"2014-12"
2014-12-31,"North Raleigh","NC","Raleigh","Wake","Raleigh",63,241900,0.00540315876974231,0.0163865546218487,0.0670489633877371,0.017042920606877,0.022522919944616,"2014-12","2014-Q4",241900,0,"2014-12"
2014-12-31,"South Ozone Park","NY","New York","Queens","New York",64,389600,0.0023154103421662,0.0148476165668143,0.0490037695207324,0.0260447863156625,0.0147299611830571,"2007-04","2007-Q2",494400,-0.211974110032362,"2005-09"
2014-12-31,"Southwest","CA","San Diego","San Diego","Chula Vista",65,371600,0.0114316820903647,0.0259525124240751,0.0981087470449173,0.081806619750253,-0.0211998234021318,"2006-04","2006-Q2",487400,-0.23758719737382,"2004-04"
2014-12-31,"Northridge","CA","Los Angeles","Los Angeles","Los Angeles",66,631300,0.00637653435357883,0.0208602846054334,0.11873117136275,0.0485372158038933,0.00288053415797762,"2006-02","2006-Q1",728300,-0.133186873541123,"2005-04"
2014-12-31,"West Anaheim","CA","Los Angeles","Orange","Anaheim",67,444400,0.00112637981527371,0.00474790865928103,0.0390460603226561,0.0519400522586451,-0.00835614382203997,"2006-08","2006-Q3",586400,-0.242155525238745,"2004-07"
2014-12-31,"Forest Hills","NY","New York","Queens","New York",68,733600,-0.000953288846520496,0.00617199286791935,0.0689202972461023,0.0324622436322768,0.0382934539286051,"2014-11","2014-Q4",734300,-0.000953288846520496,"2014-11"
2014-12-31,"East Village","NY","New York","New York","New York",69,1269500,0.000788332676389436,0.00578355252733323,0.0331217447916667,0.0566670602078891,0.0624966382211409,"2014-12","2014-Q4",1269500,0,"2014-12"
2014-12-31,"Cordova-Appling","TN","Memphis","Shelby","Memphis",70,129000,0.000775795190069822,0.0031104199066874,0.015748031496063,-0.00413427115066722,-0.0128426908872717,"2007-02","2007-Q1",153000,-0.156862745098039,"1998-07"
2014-12-31,"Blossom Valley","CA","San Jose","Santa Clara","San Jose",71,699200,0.00633275762809442,0.0174621653084983,0.105454545454545,0.0761220434648215,0.018114337338514,"2014-12","2014-Q4",699200,0,"2014-12"
2014-12-31,"Jackson Heights","NY","New York","Queens","New York",72,484100,-0.0128466557911909,-0.00431921020156314,0.157303370786517,0.0563159877128339,,"2014-10","2014-Q4",492000,-0.0160569105691057,"2014-09"
2014-12-31,"Northwest Raleigh","NC","Raleigh","Wake","Raleigh",73,249400,0.00362173038229376,0.0134091832588379,0.051433389544688,0.0161509463789924,0.0231925598175304,"2014-12","2014-Q4",249400,0,"2014-12"
2014-12-31,"Far Rockaway","NY","New York","Queens","New York",74,391500,0.010844306738962,0.0335269271383316,0.0859916782246879,0.00800478807548943,0.0166216829071091,"2007-01","2007-Q1",443500,-0.117249154453213,"2005-11"
2014-12-31,"Ridgewood","NY","New York","Queens","New York",75,498700,0.0103322528363047,0.0419974926870038,0.126751016719385,0.0411174636065945,0.0489625620361185,"2014-12","2014-Q4",498700,0,"2014-12"
2014-12-31,"West Rogers Park","IL","Chicago","Cook","Chicago",76,165600,0.0072992700729927,0.030491599253267,0.035,-0.0400025447711367,-0.0339424231330531,"2006-05","2006-Q2",257600,-0.357142857142857,"2001-05"
2014-12-31,"Reseda","CA","Los Angeles","Los Angeles","Los Angeles",77,418600,0.00552486187845304,0.0160194174757282,0.0586747597369752,0.0698967890412001,-0.00116309348985755,"2006-06","2006-Q2",536500,-0.219757688723206,"2004-12"
2014-12-31,"Mira Mesa","CA","San Diego","San Diego","San Diego",78,469000,0.00838529348527198,0.0222319093286835,0.0440783615316118,0.0510166025294396,-0.00536087430180343,"2005-10","2005-Q4",507900,-0.0765898798976176,"2004-07"
2014-12-31,"East Elmhurst","NY","New York","Queens","New York",79,548200,0.00146145414687614,0.0114391143911439,0.0780727630285152,0.0239576948667737,0.025060565183542,"2007-04","2007-Q2",610300,-0.101753236113387,"2006-02"
2014-12-31,"Midtown","TN","Memphis","Shelby","Memphis",80,53700,-0.00371057513914657,-0.00739371534195933,-0.125407166123779,-0.0404092121980415,-0.0220308019173245,"2007-05","2007-Q2",72000,-0.254166666666667,"1998-10"
2014-12-31,"Cambrian Park","CA","San Jose","Santa Clara","San Jose",81,854400,0.0050582284437125,0.0153297682709447,0.0748521826644861,0.0768299472153371,0.030773365266239,"2014-12","2014-Q4",854400,0,"2014-12"
2014-12-31,"Hickory Ridge-South Riverdale","TN","Memphis","Shelby","Memphis",82,81900,0,-0.00121951219512195,0.0581395348837209,-0.00740291555717876,-0.0219955591486778,"2007-04","2007-Q2",111200,-0.263489208633094,
2014-12-31,"Panorama City","CA","Los Angeles","Los Angeles","Los Angeles",83,356200,0.0082083215397679,0.0274012114219787,0.111735330836454,0.0840764113509911,-0.00673416688775119,"2006-08","2006-Q3",493400,-0.278070531009323,"2004-08"
2014-12-31,"Princess Anne","VA","Virginia Beach","Virginia Beach City","Virginia Beach",84,301200,0.00199600798403194,0.00702106318956871,0.0476521739130435,0.00369261477832472,0.0111451613588576,"2006-06","2006-Q2",330100,-0.0875492275068161,"2005-07"
2014-12-31,"Midwood","NY","New York","Kings","New York",85,742200,0.0050101557210562,0.0153214774281806,0.10364312267658,0.0404897359147365,0.02696616713844,"2014-12","2014-Q4",742200,0,"2014-12"
2014-12-31,"North Hills","CA","Los Angeles","Los Angeles","Los Angeles",86,461000,0.00479511769834351,0.0147479639005063,0.0651571164510166,0.0489598370053559,-0.00186786836218444,"2006-05","2006-Q2",572800,-0.19518156424581,"2004-11"
2014-12-31,"South Dorchester","MA","Boston","Suffolk","Boston",87,369600,0.0106644790812141,0.03125,0.103283582089552,0.0546970777353268,0.00960663461841338,"2014-12","2014-Q4",369600,0,"2014-12"
2014-12-31,"Roxbury","MA","Boston","Suffolk","Boston",88,366500,0.0160798447463266,0.0513482501434309,0.259883121347542,0.0897255136615824,0.0238646318619011,"2014-12","2014-Q4",366500,0,"2014-12"
2014-12-31,"Southeast Colorado Springs","CO","Colorado Springs","El Paso","Colorado Springs",89,141100,0.00713775874375446,0.0246913580246914,0.0713743356112377,0.0256783228157047,0.00207885257652274,"2007-04","2007-Q2",149700,-0.0574482297929192,"2005-05"
2014-12-31,"Park Slope","NY","New York","Kings","New York",90,985100,0.0099446380971909,0.0321668063704946,0.0966269620394078,0.104430079632607,0.0704872909906504,"2014-12","2014-Q4",985100,0,"2014-12"
2014-12-31,"Oxford Circle","PA","Philadelphia","Philadelphia","Philadelphia",91,108900,0.00554016620498615,0.0139664804469274,0.0293005671077505,-0.0152542580241912,-0.00386512468535638,"2005-12","2005-Q4",147400,-0.261194029850746,"2004-11"
2014-12-31,"East Colorado Springs","CO","Colorado Springs","El Paso","Colorado Springs",92,183500,0.00547945205479452,0.0239955357142857,0.0909631391200951,0.0268902688625132,0.00976934734475154,"2014-12","2014-Q4",183500,0,"2014-12"
2014-12-31,"Northeast Raleigh","NC","Raleigh","Wake","Raleigh",93,150100,0.00267201068804275,0.00670690811535882,0.0287868403015764,0.00336481361312146,0.00969099651046279,"2008-02","2008-Q1",153500,-0.0221498371335505,"2007-02"
2014-12-31,"Green Run","VA","Virginia Beach","Virginia Beach City","Virginia Beach",94,197200,0.00458481915435558,0.0128402670775552,0.0422832980972516,-0.00636741007971209,0.0178638414059629,"2007-04","2007-Q2",219400,-0.101185050136737,"2005-11"
2014-12-31,"Wilmington","CA","Los Angeles","Los Angeles","Los Angeles",95,396800,0.00532049657968077,0.022944057746842,0.148480463096961,0.0627467565831472,0.00467971989729898,"2006-09","2006-Q3",513700,-0.227564726494063,"2005-03"
2014-12-31,"Mission","CA","San Francisco","San Francisco","San Francisco",96,1136600,0.0136448764826541,0.0389396709323583,0.196295126828755,0.113561175366277,0.0512684655502962,"2014-12","2014-Q4",1136600,0,"2014-12"
2014-12-31,"Archer Heights","IL","Chicago","Cook","Chicago",97,155400,-0.0012853470437018,0.011060507482108,0.0867132867132867,-0.0220194014843992,-0.0280765296946908,"2006-04","2006-Q2",240000,-0.3525,"2002-08"
2014-12-31,"Bath Beach","NY","New York","Kings","New York",98,579000,0.00520833333333333,0.0163243812532912,0.130197150107359,0.053819355679992,0.0357249513593449,"2014-12","2014-Q4",579000,0,"2014-12"
2014-12-31,"Northeast Colorado Springs","CO","Colorado Springs","El Paso","Colorado Springs",99,218200,0.00692201199815413,0.0224929709465792,0.0628348757915246,0.0223180703112231,0.0136685600519053,"2014-12","2014-Q4",218200,0,"2014-12"
2014-12-31,"Central Colorado Springs","CO","Colorado Springs","El Paso","Colorado Springs",100,169100,0.00955223880597015,0.0236077481840194,0.0601880877742947,0.0252192685732278,0.0113853674186615,"2014-12","2014-Q4",169100,0,"2014-12"
2014-12-31,"Raleigh","TN","Memphis","Shelby","Memphis",101,69800,0.00431654676258993,0.0115942028985507,0.0417910447761194,-0.0191878964104519,-0.0208824937000046,"2007-01","2007-Q1",92900,-0.248654467168999,"1997-07"
2014-12-31,"Woodward Park","CA","Fresno","Fresno","Fresno",102,294700,0.00511596180081856,0.0106310013717421,0.0197231833910035,0.0206269979870584,-0.0155494969297976,"2006-02","2006-Q1",413000,-0.286440677966102,"2004-04"
2014-12-31,"Central City","AZ","Phoenix","Maricopa","Phoenix",103,94300,0.0161637931034483,0.0477777777777778,-0.0318275154004107,0.00781514658119065,-0.019050734732095,"2007-01","2007-Q1",173900,-0.457734330074756,"2003-11"
2014-12-31,"South Austin","IL","Chicago","Cook","Chicago",104,142400,-0.00140252454417952,0.00211118930330753,0.113369820172009,-0.0226704847144111,-0.00702420193368447,"2007-11","2007-Q4",193700,-0.264842540010325,"2004-02"
2014-12-31,"Brownsville","NY","New York","Kings","New York",105,310500,0.000322164948453608,0.0051796697960505,0.0433467741935484,-0.0134791858911091,0.018734528642087,"2008-07","2008-Q3",377600,-0.177701271186441,"2005-12"
2014-12-31,"Encino","CA","Los Angeles","Los Angeles","Los Angeles",106,780900,0.00051249199231262,0.0163998438110113,0.108445706174592,0.0529264206544828,0.0166399774049411,"2006-11","2006-Q4",793000,-0.0152585119798235,"2006-09"
2014-12-31,"Ozone Park","NY","New York","Queens","New York",107,403500,0.00824587706146927,0.0348807386509361,0.0598896769109535,0.0302740335680012,0.0172107073161452,"2007-04","2007-Q2",473700,-0.148195060164661,"2005-11"
2014-12-31,"The Heights","NJ","New York","Hudson","Jersey City",108,316700,0.00731552162849873,0.0226025185663545,0.0160410651267244,0.00795393128190724,-0.00645855729727884,"2007-03","2007-Q1",418400,-0.243068833652008,"2004-09"
2014-12-31,"Fresno High Roeding","CA","Fresno","Fresno","Fresno",109,134500,0.00598354525056096,0.0204855842185129,0.0846774193548387,0.0320017913245185,-0.0308512361954474,"2006-03","2006-Q1",237900,-0.434636401849517,"2003-12"
2014-12-31,"Rogers Park","IL","Chicago","Cook","Chicago",110,145300,0.00693000693000693,0.0239605355884426,0.0210822206605762,-0.0502232086337694,-0.0321220079991031,"2007-02","2007-Q1",221100,-0.342831298055179,"2001-05"
2014-12-31,"Albany Park","IL","Chicago","Cook","Chicago",111,232700,0.00692340977931631,0.0228571428571429,0.0228571428571429,-0.0125753350217241,-0.0129511074973265,"2006-04","2006-Q2",295800,-0.213319810682894,"2003-08"
2014-12-31,"Downtown","TN","Memphis","Shelby","Memphis",112,37700,-0.00789473684210526,-0.0283505154639175,-0.190987124463519,-0.0713977288859031,-0.0403278129594832,"2007-04","2007-Q2",63700,-0.408163265306122,
2014-12-31,"Kensington","NY","New York","Kings","New York",113,701800,0.00128406334712512,-0.00128077415682368,0.0867141529885414,0.0436543904952713,0.0523548101064435,"2014-08","2014-Q3",703400,-0.0022746659084447,"2014-08"
2014-12-31,"Kempsville","VA","Virginia Beach","Virginia Beach City","Virginia Beach",114,209700,0,-0.00285306704707561,0.0115774240231548,-0.00909326285214596,0.0146588848965739,"2007-09","2007-Q3",233300,-0.101157308186884,"2005-08"
2014-12-31,"Flatlands","NY","New York","Kings","New York",115,423400,0.00023623907394283,0.00189304306672977,0.0482792770487745,0.0149614842830392,0.0225410344206234,"2007-11","2007-Q4",482200,-0.121941103276649,"2006-02"
2014-12-31,"Richmond Hill","NY","New York","Queens","New York",116,424200,0.00545152879829343,0.0286129970902037,0.104975253972389,0.0271075981268767,0.0190063508325073,"2007-08","2007-Q3",492300,-0.138330286410725,"2005-11"
2014-12-31,"Little Havana","FL","Miami-Fort Lauderdale","Miami-Dade","Miami",117,126900,0.00395569620253165,0.0275303643724696,0.0628140703517588,0.0436323948360502,-0.0192965009120835,"2007-03","2007-Q1",211400,-0.399716177861873,"2004-04"
2014-12-31,"Northwest","CA","San Diego","San Diego","Chula Vista",118,378000,0.0115065560610115,0.0268948655256724,0.027453112258766,0.0698482255097019,-0.0245570414792107,"2005-11","2005-Q4",510800,-0.259984338292874,"2004-03"
2014-12-31,"Central City","CA","Los Angeles","Los Angeles","Los Angeles",119,320900,0.00785175879396985,0.0371687136393019,0.185007385524372,0.0889192810659201,0.0194783038549025,"2007-03","2007-Q1",437000,-0.265675057208238,"2005-06"
2014-12-31,"Maspeth","NY","New York","Queens","New York",120,558000,-0.000179179358537896,0.00885915747604412,0.0984251968503937,0.024373789510681,0.0299267001523593,"2008-05","2008-Q2",567900,-0.01743264659271,"2008-03"
2014-12-31,"Westwood","CA","Los Angeles","Los Angeles","Los Angeles",121,977900,0.00513927433446397,0.0295851758264898,0.0872804091616633,0.0370906302897913,0.0164231985792127,"2006-08","2006-Q3",1035600,-0.0557164928543839,"2006-04"
