"Date","RegionName","State","Metro","County","City","SizeRank","Zhvi","MoM","QoQ","YoY","5Year","10Year","PeakMonth","PeakQuarter","PeakZHVI","PctFallFromPeak","LastTimeAtCurrZHVI"
2014-12-31,"Liliha-Kapalama","HI","Honolulu","Honolulu","Honolulu",396,806700,0.00310867943297687,0.0138243056428302,0.107495881383855,0.0444318076214527,0.0419429630118939,"2014-12","2014-Q4",806700,0,"2014-12"
2014-12-31,"Central Richmond","CA","San Francisco","San Francisco","San Francisco",397,1333300,0.0170099160945843,0.0502560063016936,0.240509862299963,0.0997276586496239,0.0412587579145116,"2014-12","2014-Q4",1333300,0,"2014-12"
2014-12-31,"Otay Ranch","CA","San Diego","San Diego","Chula Vista",398,483700,0.00749843782545303,0.0215417106652587,0.100068228337503,0.0522819705227204,-0.0178908445581413,"2006-05","2006-Q2",636000,-0.239465408805031,"2004-04"
2014-12-31,"Eltingville","NY","New York","Richmond","New York",399,429800,0.00420560747663551,0.0139183769757018,0.0297077144226162,0.00553513171649977,0.00240469742671712,"2006-04","2006-Q2",479100,-0.102901273220622,"2005-03"
2014-12-31,"Clinton Hill","NY","New York","Kings","New York",400,848100,0.0189835395890905,0.0530171343431835,0.215042979942693,0.129565847328818,0.103903237078263,"2014-12","2014-Q4",848100,0,"2014-12"
2014-12-31,"Great Kills","NY","New York","Richmond","New York",401,416500,0.00337268128161889,0.012642839776319,0.0213339872486513,0.00576463386677606,0.004528546173312,"2006-07","2006-Q3",464200,-0.102757432141318,"2005-04"
2014-12-31,"Edison","CA","Fresno","Fresno","Fresno",402,93800,0.00860215053763441,0.0195652173913043,0.114014251781473,0.0257571625878881,-0.0260229638936912,"2006-08","2006-Q3",181900,-0.48433205057724,"2004-02"
2014-12-31,"Potomac West","VA","Washington","Alexandria City","Alexandria",403,572200,0.00952717007762879,0.0247134670487106,0.0453050785531604,0.0388129202782999,0.0203708621827041,"2014-12","2014-Q4",572200,0,"2014-12"
2014-12-31,"Fenway","MA","Boston","Suffolk","Boston",404,384000,0.00339691664489156,-0.00130039011703511,-0.0344480764395273,0.0507512593044099,0.0353141223428102,"2014-03","2014-Q1",410000,-0.0634146341463415,"2013-11"
2014-12-31,"Linda Vista","CA","San Diego","San Diego","San Diego",405,416500,0.00603864734299517,0.015358361774744,0.012396694214876,0.0495107523231717,-0.0144791700691336,"2006-02","2006-Q1",505400,-0.17590027700831,"2004-04"
2014-12-31,"Pacific Palisades","CA","Los Angeles","Los Angeles","Los Angeles",406,2460100,0.0114710961269632,0.0391129883843717,0.170027584894892,0.0554272726367613,0.0372224876616951,"2014-12","2014-Q4",2460100,0,"2014-12"
2014-12-31,"Disston Heights","FL","Tampa","Pinellas","Saint Petersburg",407,137500,0.0125184094256259,0.0361718161266014,0.133553173948887,0.0392928242302573,-0.00706313746972143,"2006-05","2006-Q2",185100,-0.257158292814695,"2004-08"
2014-12-31,"Hunting Park","PA","Philadelphia","Philadelphia","Philadelphia",408,46000,-0.00432900432900433,-0.00216919739696312,0.105769230769231,-0.0354577706590861,0.0140743178387932,"2010-01","2010-Q1",55200,-0.166666666666667,"2006-02"
2014-12-31,"Liberty City","FL","Miami-Fort Lauderdale","Miami-Dade","Miami",409,78900,0.00509554140127389,0.0246753246753247,0.119148936170213,-0.0184513677057538,-0.0447411828377807,"2007-09","2007-Q3",200400,-0.606287425149701,"2002-08"
2014-12-31,"Manoa","HI","Honolulu","Honolulu","Honolulu",410,1073000,0.00515222482435597,0.0162909641977647,0.0935589074602527,0.0596851182479565,0.0373238298121992,"2014-12","2014-Q4",1073000,0,"2014-12"
2014-12-31,"Hazelwood","OR","Portland","Multnomah","Portland",411,215000,0.00655430711610487,0.0242972844211529,0.1059670781893,0.0183653924108131,0.0234012505118029,"2007-05","2007-Q2",230300,-0.0664350846721667,"2006-06"
2014-12-31,"Uptown","IL","Chicago","Cook","Chicago",412,214200,0.010377358490566,0.0219465648854962,0.046409379579873,-0.0221628554180964,-0.00939320926835674,"2007-06","2007-Q2",260000,-0.176153846153846,"2003-06"
2014-12-31,"Fox Chase","PA","Philadelphia","Philadelphia","Philadelphia",413,181400,0.00665926748057714,0.0237020316027088,0.0894894894894895,-0.0100533678904952,-0.00093235648528367,"2006-04","2006-Q2",212400,-0.145951035781544,"2004-12"
2014-12-31,"Sixteen Acres","MA","Springfield","Hampden","Springfield",414,148500,0.00609756097560976,0.0157318741450068,0.0305343511450382,-0.00517131945190685,-0.00382404974065442,"2006-06","2006-Q2",169900,-0.125956444967628,"2004-09"
2014-12-31,"Germantown","PA","Philadelphia","Philadelphia","Philadelphia",415,129400,0.016496465043205,0.0738589211618257,0.197039777983349,0.0258458607986509,0.0417022027530889,"2014-12","2014-Q4",129400,0,"2014-12"
2014-12-31,"Arlanza","CA","Riverside","Riverside","Riverside",416,256800,-0.000389256520046711,0.00548159749412686,0.124343257443082,0.108257708545485,-0.0139056899623159,"2006-08","2006-Q3",389000,-0.339845758354756,"2004-07"
2014-12-31,"Greenbrier East","VA","Virginia Beach","Chesapeake City","Chesapeake",417,250200,0.00160128102481986,0.00320769847634322,0.0425,-0.000399201724066933,0.0142914116692285,"2006-08","2006-Q3",283600,-0.117771509167842,"2005-06"
2014-12-31,"Northwest","WA","Spokane","Spokane","Spokane",418,134800,0.0127723516153268,0.0417310664605873,0.0555990602975724,-0.00895321748008715,0.0171685946447127,"2007-04","2007-Q2",153500,-0.121824104234528,"2006-03"
2014-12-31,"Valley Village","CA","Los Angeles","Los Angeles","Los Angeles",419,732500,0.00770394827349016,0.024618827808085,0.0207636566332219,0.0498657371412872,0.0161767739981806,"2006-08","2006-Q3",760200,-0.0364377795317022,"2006-01"
2014-12-31,"Centennial","OR","Portland","Multnomah","Portland",420,196600,0.00768836494105587,0.0239583333333333,0.137073452862927,0.0229661863085964,0.0195460581922611,"2007-05","2007-Q2",218500,-0.100228832951945,"2006-05"
2014-12-31,"Active Bethel","OR","Eugene","Lane","Eugene",421,172200,0.00232828870779977,0.00997067448680352,0.0417422867513612,-0.00322067883713339,0.0107745149294622,"2007-07","2007-Q3",204300,-0.15712187958884,"2005-08"
2014-12-31,"Sunland","CA","Los Angeles","Los Angeles","Los Angeles",422,452000,0.0071301247771836,0.0184767913474538,0.0708362947168917,0.0364045882946435,0.00312838170558494,"2006-07","2006-Q3",550300,-0.178629838270035,"2005-04"
2014-12-31,"South","CA","Los Angeles","Los Angeles","Pasadena",423,524200,0.00691509796388782,0.0210362290611609,-0.0111299754763252,0.0269653526354203,0.0131503959506629,"2006-05","2006-Q2",540500,-0.0301572617946346,"2005-09"
2014-12-31,"Fairmount-Spring Garden","PA","Philadelphia","Philadelphia","Philadelphia",424,324100,0.0109170305676856,0.0207874015748031,0.0321656050955414,0.01275399324446,0.0212649590076226,"2014-12","2014-Q4",324100,0,"2014-12"
2014-12-31,"West Park","CA","Los Angeles","Orange","Irvine",425,748100,0.00645768868559128,0.0171312032630863,-0.0410203820023074,0.0268113097589775,0.00398937574760616,"2006-05","2006-Q2",791600,-0.0549519959575543,"2005-09"
2014-12-31,"Pico-Robertson","CA","Los Angeles","Los Angeles","Los Angeles",426,923100,0.00797117274514086,0.0250971682398667,0.0649515459160129,0.0512743143230956,0.0238310566462991,"2014-12","2014-Q4",923100,0,"2014-12"
2014-12-31,"West Side","NJ","New York","Hudson","Jersey City",427,229800,0.00393184796854522,0.00480979449059904,0.00480979449059904,-0.0306488120704749,-0.015333585392578,"2007-06","2007-Q2",355900,-0.354313009272267,"2004-06"
2014-12-31,"Northampton","VA","Virginia Beach","Hampton City","Hampton",428,173400,0.00173310225303293,0.00755374782103428,0.0553864881314668,-0.0233063486542073,0.0116075475627986,"2007-10","2007-Q4",209000,-0.170334928229665,"2005-07"
2014-12-31,"Serra Mesa","CA","San Diego","San Diego","San Diego",429,476300,0.00761582398984557,0.0177350427350427,0.0345351867940921,0.045551761183076,-0.00466494206679613,"2006-01","2006-Q1",516000,-0.076937984496124,"2004-07"
2014-12-31,"Logan-Fern Rock","PA","Philadelphia","Philadelphia","Philadelphia",430,78700,0.0247395833333333,0.0437665782493369,0.110014104372355,-0.00647948921506369,0.0263101030149289,"2008-03","2008-Q1",83300,-0.0552220888355342,"2007-05"
2014-12-31,"East Germantown","PA","Philadelphia","Philadelphia","Philadelphia",431,80000,0.0309278350515464,0.0596026490066225,0.137980085348506,0.0129913682242364,0.0286728261571971,"2009-03","2009-Q1",80600,-0.00744416873449132,"2008-11"
2014-12-31,"Anthem","NV","Las Vegas","Clark","Henderson",432,346200,0.0063953488372093,0.0182352941176471,0.0642483861051337,0.0577208712664701,-0.0258172894549988,"2006-05","2006-Q2",465500,-0.256283566058002,"2004-04"
2014-12-31,"Tujunga","CA","Los Angeles","Los Angeles","Los Angeles",433,465200,0.00540306894315971,0.0203992103531476,0.090227325990157,0.0426091790102796,0.00604303694589414,"2006-05","2006-Q2",553100,-0.158922437172302,"2005-05"
2014-12-31,"Near North","IL","Chicago","Cook","Chicago",434,252900,0.0144404332129964,0.0243013365735115,-0.0128805620608899,-0.00149583412764309,0.0157086646760993,"2014-02","2014-Q1",265600,-0.047816265060241,"2013-11"
2014-12-31,"Girard Estates","PA","Philadelphia","Philadelphia","Philadelphia",435,157700,0.00960307298335467,0.03955174686882,0.1410998552822,0.0233662116253859,0.0486154895968316,"2014-12","2014-Q4",157700,0,"2014-12"
2014-12-31,"Bayview","CA","San Francisco","San Francisco","San Francisco",436,622100,0.00941100113581048,0.0253832207021592,0.210311284046693,0.087761361418305,0.022622730964782,"2007-08","2007-Q3",626300,-0.00670605141306083,"2007-07"
2014-12-31,"West Central","CA","Los Angeles","Los Angeles","Pasadena",437,461800,0.00522420548541576,0.015391380826737,0.0205524861878453,0.0352787685406357,0.0126622389563471,"2006-04","2006-Q2",494000,-0.0651821862348178,"2005-09"
2014-12-31,"South Side","OH","Toledo","Lucas","Toledo",438,37700,-0.0233160621761658,-0.0645161290322581,-0.0827250608272506,-0.0439516191499375,-0.0367121574738792,"2005-09","2005-Q3",58000,-0.35,"1998-04"
2014-12-31,"Weequahic","NJ","New York","Essex","Newark",439,203000,0.0341314314824249,0.0967044840626688,0.0786397449521785,-0.00656807863963815,-0.0111992865823325,"2007-02","2007-Q1",290400,-0.300964187327824,"2004-06"
2014-12-31,"Green Valley South","NV","Las Vegas","Clark","Henderson",440,221300,0.00728265817023213,0.0226432532347505,0.113739305485657,0.0541599164541218,-0.0369581295194963,"2006-03","2006-Q1",340900,-0.350836022293928,"2004-02"
2014-12-31,"Seminary Hill","VA","Washington","Alexandria City","Alexandria",441,427000,0.00707547169811321,0.0244721689059501,0.0619248943048993,0.0304109719445984,0.0100150326154862,"2005-11","2005-Q4",437300,-0.0235536245140636,"2005-07"
2014-12-31,"Downtown","CA","San Francisco","San Francisco","San Francisco",442,698700,0.00301464254952627,0.0231366232244838,0.131314766839378,0.0854990887039759,0.0442163823388488,"2014-12","2014-Q4",698700,0,"2014-12"
2014-12-31,"Lower Peters Canyon","CA","Los Angeles","Orange","Irvine",443,823500,0.000121447656060238,0.000242924814769829,0.00820274240940255,0.0257774312890853,-0.000713645053611822,"2006-03","2006-Q1",912300,-0.0973364024991779,"2005-04"
2014-12-31,"19th Ward","NY","Rochester","Monroe","Rochester",444,63300,0.00796178343949045,0.0128,0.0343137254901961,0.0009505720592351,0.00723043814590718,"2010-09","2010-Q3",63800,-0.00783699059561128,"2010-06"
2014-12-31,"Castle Hill","NY","New York","Bronx","New York",445,339100,0.00384843102427472,0.0116348448687351,0.0207706201083685,-0.00315482132426448,0.00875262523674514,"2007-04","2007-Q2",412300,-0.177540625757943,"2005-09"
2014-12-31,"West Las Vegas","NV","Las Vegas","Clark","Las Vegas",446,98500,0.0133744855967078,0.031413612565445,0.130884041331803,0.053788379087405,-0.0468761945859493,"2006-11","2006-Q4",221800,-0.555906221821461,"2000-11"
2014-12-31,"East Garfield Park","IL","Chicago","Cook","Chicago",447,129900,-0.00383435582822086,0.00231481481481481,0.0101088646967341,-0.0519381724661848,-0.0198876416516788,"2007-03","2007-Q1",198600,-0.345921450151057,"2001-11"
2014-12-31,"Back Bay","MA","Boston","Suffolk","Boston",448,778000,0.0068590656140805,0.0227422111213356,-0.060045910353993,0.0361907326071236,0.029045010071951,"2014-03","2014-Q1",850100,-0.0848135513469004,"2013-07"
2014-12-31,"Porter Ranch","CA","Los Angeles","Los Angeles","Los Angeles",449,705100,0.00843821510297483,0.0229218047294357,0.082936568883428,0.0332568456645659,-0.00128151799713117,"2006-07","2006-Q3",823400,-0.143672577119262,"2004-10"
2014-12-31,"Mission Hills","CA","Los Angeles","Los Angeles","Los Angeles",450,422200,0.00715648854961832,0.0247572815533981,0.122872340425532,0.0649693746019731,-0.000425341498420106,"2006-09","2006-Q3",548300,-0.229983585628306,"2004-12"
2014-12-31,"Roseland","IL","Chicago","Cook","Chicago",451,89800,0.00111482720178372,-0.0121012101210121,-0.0636079249217935,-0.054592819711461,-0.0263612896015899,"2008-02","2008-Q1",140400,-0.36039886039886,"2001-12"
2014-12-31,"Northwest Torrance","CA","Los Angeles","Los Angeles","Torrance",452,585300,0.00532463071109584,0.010880829015544,0.0889302325581395,0.0444112071126754,0.00895086203850703,"2006-07","2006-Q3",618800,-0.0541370394311571,"2005-08"
2014-12-31,"East Central","CA","Los Angeles","Los Angeles","Pasadena",453,737100,0.00710479573712256,0.0224719101123596,0.0579876560930099,0.0412550770751219,0.0160987922326932,"2014-12","2014-Q4",737100,0,"2014-12"
2014-12-31,"East Side","IL","Chicago","Cook","Chicago",454,98400,-0.00606060606060606,-0.00806451612903226,-0.04,-0.0525671556163654,-0.0308410653701887,"2007-05","2007-Q2",166000,-0.407228915662651,"2000-12"
2014-12-31,"Central","WA","Seattle","Pierce","Tacoma",455,179900,0.0089736399326977,0.0221590909090909,0.0843881856540084,-0.00557533662386611,0.0095429176929267,"2007-06","2007-Q2",228000,-0.210964912280702,"2005-07"
2014-12-31,"South of Market","CA","San Francisco","San Francisco","San Francisco",456,876200,0.0125967872414192,0.0310661332078136,0.141033988800625,0.0955463550738425,0.0418682947251408,"2014-12","2014-Q4",876200,0,"2014-12"
2014-12-31,"Northwood","CA","Los Angeles","Orange","Irvine",457,801300,0.000624375624375624,0.000124812780828757,0.00250218941573877,0.0392783450063079,0.00789497462089361,"2006-03","2006-Q1",836000,-0.0415071770334928,"2005-11"
2014-12-31,"Hermosa","IL","Chicago","Cook","Chicago",458,179200,0.00957746478873239,0.0418604651162791,0.086719223771983,-0.00656511915203128,-0.0335563965595248,"2006-08","2006-Q3",291400,-0.385037748798902,"2002-06"
2014-12-31,"Central Sunset","CA","San Francisco","San Francisco","San Francisco",459,1006400,0.00579652208674795,0.019036046982584,0.104114097641251,0.0629679775851186,0.0298565309128684,"2014-12","2014-Q4",1006400,0,"2014-12"
2014-12-31,"Five Points","OH","Toledo","Lucas","Toledo",460,51700,-0.00385356454720617,-0.011472275334608,0.0508130081300813,-0.0476659302107635,-0.0472633802962795,"2006-04","2006-Q2",84500,-0.388165680473373,"1997-01"
2014-12-31,"Five Oaks - Triple Creek","OR","Portland","Washington","Beaverton",461,278900,0.00977552498189718,0.027255985267035,0.0801704105344694,0.0336183442620939,0.0298649957843589,"2007-06","2007-Q2",280100,-0.00428418421992146,"2007-03"
2014-12-31,"Old Northwest - West University","NV","Reno","Washoe","Reno",462,191700,0.0105429625724829,0.0378992961559285,0.164641555285541,0.0422099127287918,-0.0286619329635345,"2005-12","2005-Q4",301200,-0.363545816733068,"2004-03"
2014-12-31,"Hellman","CA","Los Angeles","Los Angeles","Long Beach",463,283100,0.00318922749822821,-0.0166724557137895,0.206220707285897,0.0672085879506621,-0.00281703710394721,"2006-08","2006-Q3",383500,-0.261799217731421,"2004-11"
2014-12-31,"Orangecrest","CA","Riverside","Riverside","Riverside",464,405400,0.00770569226945066,0.0209015361369932,0.0784783187017824,0.0686315809753719,-0.0119094302889233,"2006-04","2006-Q2",560700,-0.276975209559479,"2004-06"
2014-12-31,"Central City East","CA","Los Angeles","Los Angeles","Los Angeles",465,511400,0.0146825396825397,0.0314643001210165,0.17186067827681,0.0681439863572806,0.047705202993108,"2007-07","2007-Q3",550900,-0.0717008531493919,"2006-11"
2014-12-31,"University","CA","Riverside","Riverside","Riverside",466,300500,-0.00463729711825108,-0.00955833882663151,0.0372799447704522,0.0646402566516935,,"2007-08","2007-Q3",389900,-0.229289561426007,
2014-12-31,"South Reno","NV","Reno","Washoe","Reno",467,279900,0.00864864864864865,0.0211601605253557,0.0857253685027153,0.0465947840411236,-0.0188296347216351,"2006-04","2006-Q2",397400,-0.295671867136386,"2004-05"
2014-12-31,"Poplar-Ludlow-Yorktowne","PA","Philadelphia","Philadelphia","Philadelphia",468,191200,0,0.0290635091496232,0.197994987468672,0.045039017809855,0.0553156273907867,"2014-12","2014-Q4",191200,0,"2014-12"
2014-12-31,"Deep Creek North","VA","Virginia Beach","Chesapeake City","Chesapeake",469,183100,0.00109349371241115,0.00825991189427313,0.0338791643139469,-0.00913783358067433,0.0156917731360642,"2007-11","2007-Q4",210300,-0.129339039467427,"2005-09"
2014-12-31,"Bergen-Lafayette","NJ","New York","Hudson","Jersey City",470,193000,0,0.00207684319833853,-0.124716553287982,-0.039917588150172,-0.0100438842649796,"2007-07","2007-Q3",301500,-0.359867330016584,"2004-07"
2014-12-31,"Battle Creek","MN","Minneapolis-St Paul","Ramsey","Saint Paul",471,157900,0.00317662007623888,0.0193673337637185,0.118271954674221,0.0344521250808569,-0.0184392998264878,"2006-05","2006-Q2",204900,-0.22938018545632,"2002-06"
2014-12-31,"Alleghany West","PA","Philadelphia","Philadelphia","Philadelphia",472,41500,-0.0142517814726841,-0.00954653937947494,0.047979797979798,-0.0286821455550939,-0.000720031881950578,"2007-10","2007-Q4",49300,-0.158215010141988,"2006-03"
2014-12-31,"North San Jose","CA","San Jose","Santa Clara","San Jose",473,629600,-0.000158805780530411,0.0184406340989971,0.100506904387345,0.0765526118195039,0.0199785336608123,"2014-11","2014-Q4",629700,-0.000158805780530411,"2014-11"
2014-12-31,"Scripps Ranch","CA","San Diego","San Diego","San Diego",474,647600,0.0052778640173859,0.0131414267834793,0.00652782095119677,0.0352894566580435,-0.00107453629833487,"2014-03","2014-Q1",661000,-0.0202723146747352,"2014-01"
2014-12-31,"Strawberry Mansion","PA","Philadelphia","Philadelphia","Philadelphia",475,41800,-0.0233644859813084,-0.05,0,-0.0441956582888808,-0.00189399549704261,"2010-01","2010-Q1",52400,-0.202290076335878,"2004-11"
2014-12-31,"Diamond Head-Kapahulu-St. Louis","HI","Honolulu","Honolulu","Honolulu",476,854100,0.00766871165644172,0.0256995316440495,0.0717781402936378,0.0521500486868902,0.0347418229644687,"2014-12","2014-Q4",854100,0,"2014-12"
2014-12-31,"Visitacion Valley","CA","San Francisco","San Francisco","San Francisco",477,621300,0.0135399673735726,0.0330894579314932,0.0752855659397716,0.0554791187550061,0.0160398539920592,"2006-09","2006-Q3",647100,-0.0398701900788132,"2005-09"
2014-12-31,"Lents","OR","Portland","Multnomah","Portland",478,190100,0.00955921402018056,0.0297941495124594,0.101390498261877,0.0175059229448413,0.0228210411343657,"2007-05","2007-Q2",202600,-0.0616979269496545,"2006-07"
2014-12-31,"Ottawa","OH","Toledo","Lucas","Toledo",479,60400,-0.00983606557377049,-0.0194805194805195,-0.00657894736842105,-0.0282359418974922,-0.037806547545652,"2007-02","2007-Q1",89400,-0.324384787472036,"1998-05"
2014-12-31,"Sheep Mountain","NV","Las Vegas","Clark","Las Vegas",480,282600,0.00319488817891374,0.00820549411344988,0.0957735556417216,0.0534716587957493,-0.0369037781911548,"2006-04","2006-Q2",448400,-0.369759143621766,"2004-01"
2014-12-31,"Hampden","CO","Denver","Denver","Denver",481,306100,0.00889914304548451,0.0271812080536913,0.103858636855391,0.0541978838454249,0.025828745277767,"2014-12","2014-Q4",306100,0,"2014-12"
2014-12-31,"West Brighton","NY","New York","Richmond","New York",482,409900,0.00342717258261934,0.0118489261910639,0.064122533748702,0.00631451206834166,0.00991216109592208,"2006-08","2006-Q3",439900,-0.0681973175721755,"2005-06"
2014-12-31,"Kalihi Valley","HI","Honolulu","Honolulu","Honolulu",483,686400,0.00365550519081737,0.0111962286387743,0.0833333333333333,0.0440171287392155,0.0398895498366965,"2014-12","2014-Q4",686400,0,"2014-12"
2014-12-31,"Cal Young","OR","Eugene","Lane","Eugene",484,270900,0.00370507595405706,0.0142268813178585,0.0146067415730337,0.0071651372135535,0.0181066127287923,"2007-06","2007-Q2",304800,-0.111220472440945,"2005-11"
2014-12-31,"Cedarbrook","PA","Philadelphia","Philadelphia","Philadelphia",485,140700,0.00428265524625268,0.000711237553342817,0.0864864864864865,0.0117766091549498,0.0269931187308665,"2007-08","2007-Q3",144400,-0.0256232686980609,"2007-03"
2014-12-31,"Wynwood - Edgewater","FL","Miami-Fort Lauderdale","Miami-Dade","Miami",486,324200,0.00683229813664596,0.0285532994923858,0.0318268618714195,0.0904223577018313,0.029716600429996,"2006-07","2006-Q3",348200,-0.0689259046524986,"2005-10"
2014-12-31,"Elkhorn","NE","Omaha","Douglas","Omaha",487,235700,0.0025521054870268,0.00898972602739726,0.0283595113438045,0.01979061776535,0.011323552539301,"2007-02","2007-Q1",260400,-0.0948540706605223,"2006-08"
2014-12-31,"Heartland Village","NY","New York","Richmond","New York",488,297600,0.00202020202020202,0.0084717045069468,0.0553191489361702,0.00567325047266332,0.0146965792051359,"2006-10","2006-Q4",315100,-0.0555379244684227,"2005-10"
2014-12-31,"Wingate","NY","New York","Kings","New York",489,536100,0.0333461835003855,0.0788891124974844,0.361696723393447,0.0934283689095599,0.0691112705235943,"2014-12","2014-Q4",536100,0,"2014-12"
2014-12-31,"Clearview","NY","New York","Queens","New York",490,668900,0.00314937012597481,0.015947752126367,0.0976370200196915,0.0191747978639916,0.0227028698642295,"2014-12","2014-Q4",668900,0,"2014-12"
2014-12-31,"Macalester-Groveland","MN","Minneapolis-St Paul","Ramsey","Saint Paul",491,292500,-0.00136565380675999,-0.00611620795107034,0.0177453027139875,0.0374353907665872,0.00391192680668251,"2006-05","2006-Q2",299000,-0.0217391304347826,"2006-02"
2014-12-31,"West Price HIll","OH","Cincinnati","Hamilton","Cincinnati",492,71800,0.00139470013947001,0.0112676056338028,0.0764617691154423,-0.0123428385392261,-0.0275084796443332,"2005-11","2005-Q4",95600,-0.248953974895398,"1996-11"
2014-12-31,"Okolona","KY","Louisville/Jefferson County","Jefferson","Louisville",493,115500,0.00609756097560976,0.0113835376532399,0.0212201591511936,0.00889028773834055,0.00986548741696169,"2014-12","2014-Q4",115500,0,"2014-12"
2014-12-31,"Westgate","NV","Las Vegas","Clark","Henderson",494,322600,0.0116023831922233,0.03232,0.0920785375761679,0.0621816264350046,-0.0324126283888624,"2006-03","2006-Q1",477300,-0.324114812486905,"2004-03"
2014-12-31,"Greenbrier West","VA","Virginia Beach","Chesapeake City","Chesapeake",495,223300,0.00449842555105713,0.0113224637681159,0.0191693290734824,-0.00615431374744357,0.0106772766917658,"2006-07","2006-Q3",260800,-0.143788343558282,"2005-05"
2014-12-31,"Goodyear Heights","OH","Akron","Summit","Akron",496,62500,0.00321027287319422,-0.00477707006369427,0.00644122383252818,-0.0120331159341676,-0.0264331088503942,"2005-10","2005-Q4",82400,-0.241504854368932,"1997-10"
2014-12-31,"Kings Grant","VA","Virginia Beach","Virginia Beach City","Virginia Beach",497,325700,0.00400739827373613,0.0105491777846727,0.0242138364779874,0.00530285513151374,0.00916524419761466,"2005-12","2005-Q4",358000,-0.0902234636871508,"2005-05"
2014-12-31,"The Plaza","CA","Los Angeles","Los Angeles","Long Beach",498,565600,0.00337058719176867,0.00945921827592361,0.0389419544452608,0.0314805739965636,0.00697911064362655,"2006-03","2006-Q1",624300,-0.0940253083453468,"2005-07"
2014-12-31,"East Tampa","FL","Tampa","Hillsborough","Tampa",499,67300,0.00748502994011976,0.0181543116490166,0.0872374798061389,0.0208578545695302,-0.0330669246865105,"2007-06","2007-Q2",141800,-0.525387870239774,"2001-12"
2014-12-31,"Chatham","IL","Chicago","Cook","Chicago",500,129000,-0.00769230769230769,-0.0227272727272727,-0.0365944734876774,-0.0149630628943984,-0.017876455224791,"2007-08","2007-Q3",187800,-0.313099041533546,"2004-01"
2014-12-31,"McGinley Square","NJ","New York","Hudson","Jersey City",501,243700,0.00952775476387738,0.0175365344467641,0.0141489804411153,-0.00714817921860911,0.00690248531881421,"2007-06","2007-Q2",312300,-0.219660582772975,"2005-05"
2014-12-31,"Warrendale","MI","Detroit","Wayne","Detroit",502,35400,0.00854700854700855,0.0442477876106195,0.0792682926829268,-0.0704203297880028,-0.073921349145696,"2005-07","2005-Q3",78000,-0.546153846153846,
2014-12-31,"Tule Springs","NV","Las Vegas","Clark","Las Vegas",503,246600,0.00900163666121113,0.0211180124223602,0.123974475843209,0.0588233998624239,-0.0416357016547398,"2006-04","2006-Q2",415100,-0.405926282823416,"2003-11"
2014-12-31,"Southwest Raleigh","NC","Raleigh","Wake","Raleigh",504,140000,0.00647016534867002,0.0130246020260492,0.0248901903367496,0.000715820346764984,0.0118027802225533,"2008-09","2008-Q3",140700,-0.00497512437810945,"2008-08"
2014-12-31,"Parkside","CA","San Francisco","San Francisco","San Francisco",505,946000,0.0082063305978898,0.0266985022791404,0.0942741469057259,0.0587169780879848,0.0272479515709627,"2014-12","2014-Q4",946000,0,"2014-12"
2014-12-31,"Harder-Tennyson","CA","San Francisco","Alameda","Hayward",506,422800,0.00570884871550904,0.023728813559322,0.133208255159475,0.114578393933104,-0.00906305660903295,"2006-08","2006-Q3",563700,-0.249955650168529,"2004-07"
2014-12-31,"North Aurora","CO","Denver","Arapahoe","Aurora",507,155600,0.0156657963446475,0.0442953020134228,0.140762463343109,0.0810201678325615,-0.000576573541148373,"2003-03","2003-Q1",158400,-0.0176767676767677,"2002-11"
2014-12-31,"Western Branch North","VA","Virginia Beach","Chesapeake City","Chesapeake",508,220800,0.00136054421768707,0.00318037255792821,0.00409276944065484,-0.010868336204742,0.00954001120260983,"2007-12","2007-Q4",259100,-0.14781937475878,"2005-07"
2014-12-31,"Merrlam Park","MN","Minneapolis-St Paul","Ramsey","Saint Paul",509,276900,0.00289750090546903,0.00837581937363438,0.0488636363636364,0.0390808619147944,0.00112648574122942,"2006-05","2006-Q2",300000,-0.077,"2005-04"
2014-12-31,"Petworth","DC","Washington","District of Columbia","Washington",510,488800,0.0109617373319545,0.026890756302521,0.0446676640307758,0.101460116594234,0.0497835833037121,"2014-12","2014-Q4",488800,0,"2014-12"
2014-12-31,"Pacific Heights","CA","San Francisco","San Francisco","San Francisco",511,1703400,0.0102603641539648,0.0411344049874702,0.129276054097056,0.0732541314803625,0.0444742651220615,"2014-12","2014-Q4",1703400,0,"2014-12"
2014-12-31,"Kaimuki","HI","Honolulu","Honolulu","Honolulu",512,973800,0.00671973534580792,0.0231140996007565,0.0782859041080722,0.0488198890503724,0.035382355991479,"2014-12","2014-Q4",973800,0,"2014-12"
2014-12-31,"Hyde Park","IL","Chicago","Cook","Chicago",513,204200,-0.00632603406326034,-0.0087378640776699,0.0313131313131313,-0.0125404933381091,-0.00303396294324243,"2006-05","2006-Q2",244700,-0.165508786268901,"2004-09"
2014-12-31,"Port Richmond","NY","New York","Richmond","New York",514,310700,0.00876623376623377,0.0325689597873048,0.0489534098582039,0.00116271872880525,0.00899032513124021,"2007-01","2007-Q1",360500,-0.138141470180305,"2005-05"
2014-12-31,"East Mount Airy","PA","Philadelphia","Philadelphia","Philadelphia",515,172000,0.00879765395894428,0.0430563978168587,0.134564643799472,0.00858904788097337,0.0274470775527109,"2007-08","2007-Q3",180000,-0.0444444444444444,"2007-04"
