"RegionName","City","State","Metro","CountyName","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12"
"Northeast Dallas","Dallas","TX","Dallas-Fort Worth","Dallas",0.766666666666666,0.766666666666666,0.892857142857142,0.868935553946415,0.842198581560283,0.842198581560283,0.841827768014059,0.842198581560283,0.868421052631578,0.897435897435897,0.917225950782997,0.913461538461538,0.9,0.912106135986733,0.912127440904419,0.902948402948402,0.881133379405666,0.90648854961832,0.951086956521739,0.852878464818763,0.842754367934224,0.842754367934224,0.915841584158415,0.848951048951048,0.830911492734478,0.842105263157894,0.827272727272727,0.868478260869565,0.88547815820543,0.908408408408408,0.886722376973073,0.898461538461538,0.8703125,0.867954911433172,0.943579766536964,0.977366255144032,0.927685950413223,0.831695331695331,0.887514060742407,0.894780447390223,0.88235294117647,0.886766712141882,0.892983699503897,0.98343685300207,0.97851471275105,1,1.04964539007092,0.978599221789883,0.97391304347826,1,1.06923076923077,1.05555555555555,1.04,0.998181818181818,0.974801061007957,1.01277372262774,1.03305785123967,1.125,1.01039260969977
"Paradise","Las Vegas","NV","Las Vegas","Clark",0.7903981264637,0.784826684107259,0.785151116951379,0.779411764705882,0.7903981264637,0.798872180451127,0.793650793650793,0.803571428571428,0.802825947334617,0.812807881773399,0.7734375,0.773809523809523,0.778619528619528,0.78503095104108,0.773558368495077,0.774526678141135,0.763473053892215,0.768461538461538,0.773026315789473,0.757575757575757,0.757864632983794,0.744047619047619,0.738396624472573,0.740248226950354,0.748703170028818,0.75,0.735294117647058,0.73981603153745,0.752032520325203,0.747282608695652,0.742857142857142,0.742857142857142,0.744203440538519,0.748703170028818,0.764192139737991,0.766747376916868,0.762631077216396,0.757864632983794,0.765550239234449,0.764525993883792,0.763016157989228,0.770598695909899,0.769069279216235,0.756521739130434,0.746775288526816,0.751653638003607,0.748596381784154,0.750619322873658,0.749318801089918,0.756302521008403,0.753623188405797,0.758587786259541,0.757575757575757,0.763358778625954,0.774679061531651,0.778097982708933,0.778713168971737,0.783475783475783,0.784157363104731
"Maryvale","Phoenix","AZ","Phoenix","Maricopa",0.596666666666666,0.607022282241728,0.607022282241728,0.597771023302938,0.608011444921316,0.632062146892655,0.662068965517241,0.645048814504881,0.64785373608903,0.64785373608903,0.644415069398545,0.631818181818181,0.63568376068376,0.643939393939393,0.599849849849849,0.591439688715953,0.599,0.579166666666666,0.602605863192182,0.607287449392712,0.612175102599179,0.607511045655375,0.604128718882817,0.611153552330022,0.619082301529497,0.634398496240601,0.646203554119547,0.646853146853146,0.647364996746909,0.638870208473436,0.64559659090909,0.636094674556213,0.632668711656441,0.636094674556213,0.638162093171665,0.643939393939393,0.637755102040816,0.619195046439628,0.627162629757785,0.628156565656565,0.634984025559105,0.641129032258064,0.62109375,0.629759812536613,0.623830318153462,0.610088616223585,0.608728943338437,0.611368142762723,0.628084342754598,0.640368852459016,0.649350649350649,0.651465798045602,0.64453125,0.644516129032258,0.657894736842105,0.646123260437375,0.655021834061135,0.659722222222222,0.655021834061135
"Upper West Side","New York","NY","New York","New York",3.83333333333333,3.89189189189189,3.98888888888889,3.95348837209302,4.03100775193798,4.15384615384615,4.29466666666667,4.37876614060258,4.375,4.20439844760673,4.15167930660888,4.12457912457912,4.125,4.32089552238806,4.47456140350877,4.5,4.4875,4.54545454545454,4.49678800856531,4.4464609800363,4.47796610169492,4.49756888168557,4.6875,4.8,4.8235294117647,4.8758865248227,4.84011627906977,4.92610837438424,4.92610837438424,4.86334610472541,5.0077519379845,5,5.10701545778835,5.07726269315673,5.01741654571843,5.06067172264355,4.98493975903614,4.90730643402399,4.98181818181818,5,5.13192612137203,5.03095975232198,5.02950819672131,5.04451038575668,5,4.96240601503759,5.03076923076923,4.99244712990937,5,5.12611275964392,5.02318392581144,5.02,5.08,5.31862745098039,5.35612535612536,5.27740189445196,5.25,5.27542372881356,5.19044062733383
"South Los Angeles","Los Angeles","CA","Los Angeles","Los Angeles",,,,,,,,,,,,1.15,1.19230769230769,1.11764705882353,1.03571428571428,1.26832018038331,1.05,1.26832018038331,1.21693121693122,1.1744966442953,1.1744966442953,1.27295918367347,1.33333333333333,1.26016260162602,1.35714285714286,1.39244186046512,1.21304347826087,1.19109269808389,1.25,1.1,0.943661971830985,1.09375,1.32777777777778,1.35062128579146,1.36363636363636,1.36363636363636,1.38777777777778,1.34615384615385,1.33333333333333,1.37420718816068,1.28458498023715,1.28361858190709,1.34920634920635,1.31810193321617,1.30769230769231,1.33333333333333,1.32042253521127,1.34,1.34,1.395,1.41843971631206,1.4821272885789,1.41666666666667,1.42424242424242,1.45719489981785,1.48367952522255,1.55416666666667,1.44927536231884,1.44186046511628
"Sherman Oaks","Los Angeles","CA","Los Angeles","Los Angeles",1.53374233128834,1.62790697674419,1.68621700879765,1.59923664122137,1.6,1.51280062063615,1.53356481481481,1.54166666666667,1.55073649754501,1.57442748091603,1.5241935483871,1.5241935483871,1.5241935483871,1.50107219442459,1.46770237121832,1.48513986013986,1.53592978606692,1.56428571428571,1.55675675675676,1.56428571428571,1.55797101449275,1.56428571428571,1.57142857142857,1.61290322580645,1.62054054054054,1.61576354679803,1.58653846153846,1.61576354679803,1.59919028340081,1.6,1.61538461538461,1.63636363636364,1.59509202453988,1.46875,1.495,1.56428571428571,1.5,1.55895691609977,1.525,1.56785714285714,1.52380952380952,1.63770491803279,1.66389351081531,1.66304347826087,1.69354838709677,1.57142857142857,1.71551724137931,1.72543135783946,1.6962962962963,1.795,1.93292682926829,1.87265917602996,1.89873417721519,1.89873417721519,1.94285714285714,1.89675516224189,1.88145896656535,1.94075587334014,1.9280205655527
"Upper East Side","New York","NY","New York","New York",3.44444444444444,3.58381502890173,3.69230769230769,3.75,3.7,3.71428571428571,3.65429234338747,3.79310344827586,3.77894736842105,3.81666666666667,3.69747899159664,3.63636363636364,3.63636363636364,3.73958333333333,3.9125,3.88888888888889,3.9451114922813,4.09090909090909,4.0625,4.16334661354582,4.17737789203085,4.1304347826087,4.05594405594405,4.06553398058252,4.28305400372439,4.20856610800745,4.26666666666667,4.27631578947368,4.40909090909091,4.41176470588235,4.5,4.44444444444444,4.42748091603053,4.41666666666667,4.45,4.46820809248555,4.43888888888889,4.55882352941176,4.46732954545454,4.40689655172414,4.53296703296703,4.53216374269006,4.52261306532663,4.47916666666667,4.45333333333333,4.40251572327044,4.40491183879093,4.36893203883495,4.41640378548896,4.5,4.51612903225806,4.6031746031746,4.7583081570997,4.96822033898305,5.10729613733905,5.05326231691078,4.95776135163675,4.95,5
"Sunrise Manor","Las Vegas","NV","Las Vegas","Clark",0.731112916328188,0.711864406779661,0.711864406779661,0.668896321070234,0.668896321070234,0.658143939393939,0.7,0.7,0.696101829753381,0.687547746371275,0.687547746371275,0.688657407407407,0.686416184971098,0.684245660881174,0.666915052160953,0.694915254237288,0.698324022346368,0.681818181818181,0.669191919191919,0.666666666666666,0.665399239543726,0.6640625,0.662739322533136,0.659962287869264,0.666144200626959,0.669191919191919,0.674715909090909,0.67966903073286,0.675675675675675,0.672371638141809,0.671390013495276,0.667351129363449,0.659824046920821,0.658720200752823,0.65891472868217,0.665456745311554,0.664715719063545,0.656877897990726,0.662690523525513,0.65947242206235,0.658720200752823,0.653465346534653,0.65891472868217,0.644468313641245,0.646853146853146,0.646551724137931,0.644468313641245,0.652376514445479,0.660535117056856,0.662739322533136,0.664034458004307,0.661846496106785,0.664034458004307,0.663716814159292,0.670121951219512,0.674715909090909,0.67251461988304,0.671760391198044,0.676818950930626
"East New York","New York","NY","New York","Kings",,,0.581818181818181,,,,0.555555555555555,0.555555555555555,0.555555555555555,0.666666666666666,0.911057692307692,0.951086956521739,0.807867931155602,0.807867931155602,0.745614035087719,0.722394220846233,0.727272727272727,0.647058823529411,0.680272108843537,0.666666666666666,0.666666666666666,0.647058823529411,0.654545454545454,0.771604938271604,0.608035714285714,0.714729645742697,0.751431297709923,0.751431297709923,0.748337028824833,0.684210526315789,0.682170542635658,0.75,0.753295668549905,0.81967213114754,0.74074074074074,0.751431297709923,0.698689956331877,0.6875,0.920055452865064,0.920055452865064,0.889423076923076,0.952380952380952,0.87431693989071,0.87139423076923,0.987654320987654,1.28571428571428,1.14854517611026,1.08153078202995,1.14854517611026,0.87139423076923,0.892857142857142,0.860969387755102,4.13249211356467,0.807291666666666,0.9765625,0.875,0.751783893985728,0.7380073800738,0.74074074074074
"Southeast Los Angeles","Los Angeles","CA","Los Angeles","Los Angeles",,,,,,,,,,,1.07307692307692,1.38772077375946,1.22222222222222,1.15473441108545,1.38888888888889,1.39285714285714,1.109375,1,1.36363636363636,1.37931034482759,1.37931034482759,1.36675235646958,0.64878892733564,0.669463087248322,0.770142180094786,1.11538461538461,1.31111111111111,1.31578947368421,1.13888888888889,1,0.977099236641221,1.27388535031847,1.31578947368421,1.29166666666667,1.30353817504655,1.24583333333333,1.2854609929078,1.2854609929078,1.28205128205128,1.31914893617021,1.25,1.24183006535948,1.30142857142857,1.21710526315789,1.22919818456883,1.29411764705882,1.31944444444444,1.3,1.25,1.29411764705882,1.25,1.35135135135135,1.25714285714286,1.25714285714286,1.32916340891321,1.36133960047004,1.33333333333333,1.45764705882353,1.45764705882353
